id,question 1,question 2,label
413,Dùng tay sử dụng điện thoại di động khi đang điều khiển xe máy,Mức phạt cho người sử dụng điện thoại khi đang điều khiển xe máy?,1
414,Dùng tay sử dụng điện thoại di động khi đang điều khiển xe máy,Hành vi nghe điện thoại di động khi đang đi xe mô tô có bị xử phạt không?,0
415, Mức phạt khi điều khiển xe ô tô đang chạy mà dùng tay sử dụng điện thoại là bao nhiêu?,Dùng tay sử dụng điện thoại di động khi đang điều khiển xe ô tô.,1
416,Dùng tay sử dụng điện thoại di động khi đang điều khiển xe máy,Chạy xe sử dụng điện thoại di động có bị tạm giữ xe không?,0
417,Nhập khẩu phân bón cho doanh nghiệp không xin phép bị phạt thế nào?,Nhập khẩu phân bón để nghiên cứu mà không xin phép bị phạt thế nào?,0
418,Nhập khẩu phân bón để thử nghiệm mà không xin phép bị phạt thế nào?,Nhập khẩu phân bón để nghiên cứu mà không xin phép bị phạt thế nào?,0
419,Nhập khẩu phân bón làm hàng mẫu mà không xin phép bị phạt thế nào?,Nhập khẩu phân bón để nghiên cứu mà không xin phép bị phạt thế nào?,0
420,"Tự ý tẩy xóa nội dung trong Giấy phép sản xuất, gia công phân bón bị phạt thế nào?",Tự ý tẩy xóa Giấy phép nhập khẩu phân bón bị phạt thế nào?,0
421,Nguyên tắc hoạt động của thị trường điện lực,Hoạt động giao dịch trên thị trường điện lực,0
422,Mua bán điện trên thị trường điện lực,Đối tượng tham gia thị trường điện lực,0
423,Điều hành giao dịch trên thị trường điện lực,Mua bán điện trên thị trường điện lực,0
424,Nguyên tắc hoạt động của thị trường điện lực,Nguyên tắc xác định chi phí vận hành hệ thống điện và thị trường điện,0
425,"Các nội dung về đào tạo, huấn luyện và thực tập an ninh bến cảng theo Bộ luật ISPS","Quy định về đào tạo, huấn luyện và thực tập an ninh tàu theo Bộ luật ISPS",0
426,Nội dung đánh giá an ninh bến cảng theo Bộ luật ISPS,"Quy định về đào tạo, huấn luyện và thực tập an ninh tàu theo Bộ luật ISPS",0
427,Làm sai lệch kết quả phân tích kiểm nghiệm chất lượng phân bón bị phạt thế nào?,Công bố sai kết quả phân tích kiểm nghiệm chất lượng phân bón bị phạt bao nhiêu?,1
428,Cung cấp kết quả sai so với kết quả khảo nghiệm phân bón bị phạt thế nào?,,1
429,Cung cấp kết quả sai so với kết quả khảo nghiệm phân bón bị phạt thế nào?,"Phân tích, thử nghiệm chất lượng phân bón khi chưa được chỉ định bị phạt thế nào?",0
430,Cung cấp kết quả sai so với kết quả khảo nghiệm phân bón bị phạt thế nào?,Làm sai lệch kết quả kiểm nghiệm đối với mẫu thuốc đã kiểm nghiệm bị phạt bao nhiêu?,0
431,Cung cấp kết quả sai so với kết quả khảo nghiệm phân bón bị phạt thế nào?,Cung cấp kết quả kiểm nghiệm thực phẩm sai sự thật bị phạt thế nào?,0
432,Làm sai lệch kết quả phân tích kiểm nghiệm chất lượng phân bón bị phạt thế nào?,Khảo nghiệm phân bón không đúng với nội dung đã đăng ký bị phạt thế nào?,0
433,Chưa có chứng chỉ đào tạo về lấy mẫu phân bón đã thực hiện việc lấy mẫu phân bón bị phạt thế nào?,Mức phạt tiền đối với trường hợp không có Giấy chứng nhận tập huấn lấy mẫu phân bón đã thực hiện lấy mẫu,1
434,Chưa có chứng chỉ đào tạo về lấy mẫu phân bón đã thực hiện việc lấy mẫu phân bón bị phạt thế nào?, Không thực hiện thử nghiệm đánh giá chất lượng phân bón trước khi đưa phân bón ra kinh doanh bị phạt thế nào?,0
435,Chưa có chứng chỉ đào tạo về lấy mẫu phân bón đã thực hiện việc lấy mẫu phân bón bị phạt thế nào?,"Phân tích, thử nghiệm chất lượng phân bón khi chưa được chỉ định bị phạt thế nào?",0
436,Mức phạt tiền đối với trường hợp không có Chứng chỉ đào tạo người lấy mẫu phân bón đã thực hiện lấy mẫu,Mức phạt tiền đối với trường hợp không có Giấy chứng nhận tập huấn lấy mẫu phân bón đã thực hiện lấy mẫu,0
437,Ai được ra lệnh cấm xuất cảnh?,Trường hợp nào bị cấm xuất cảnh?,0
438,Khi nào bị cấm xuất cảnh?,Trường hợp nào bị cấm xuất cảnh?,1
439,Trường hợp bị cấm xuất nhập cảnh?,Trường hợp nào bị cấm xuất cảnh?,0
440,Cơ quan nào có thẩm quyền cấm đi khỏi nơi cư trú?,Cơ quan nào có thẩm quyền cấm đi khỏi nơi cư trú ?,1
441,Chính phủ có vai trò như thế nào trong việc tiến hành lệnh tổng động viên,Chính Phủ có trách nhiệm gì trong việc quản lý nhà nước về huy động lực lượng dự bị động viên?,0
442,Chính phủ có vai trò như thế nào trong việc tiến hành lệnh tổng động viên,Cơ quan thuộc Chính phủ có trách nhiệm gì trong việc quản lý nhà nước về huy động lực lượng dự bị động viên?,0
443,Chính phủ có vai trò như thế nào trong việc tiến hành lệnh tổng động viên,Hội đồng nhân dân các cấp có trách nhiệm gì trong việc quản lý nhà nước về huy động lực lượng dự bị động viên?,0
444,Không gửi đề cương khảo nghiệm phân bón bị phạt thế nào?,Khảo nghiệm phân bón không đúng với nội dung đã đăng ký bị phạt thế nào?,0
445,Không gửi đề cương khảo nghiệm phân bón bị phạt thế nào?,Không thực hiện thử nghiệm đánh giá chất lượng phân bón trước khi đưa phân bón ra kinh doanh bị phạt thế nào?,0
446,Khi nào là bán dâm?,Căn cứ xác định mua bán dâm?,1
447,"Làm sao xác định có mua, bán dâm?",Căn cứ để xác định mua bán dâm?,1
448,Căn cứ xác định mua bán dâm?,Căn cứ để xác định mua bán dâm?,1
449,Cách xác định hành vi mua bán dâm,Căn cứ để xác định mua bán dâm?,1
450,Cơ sở xác định việc mua bán dâm,Căn cứ để xác định mua bán dâm?,1
451,"Mua, bán dâm bị xử lý như thế nào?",Hành vi bán dâm sẽ bị xử phạt thế nào?,0
452,Quyền hạn của Chính phủ như thế nào trong vấn đề chứng thực chữ số," Thuê bao quản lý, sử dụng dịch vụ chứng thực chữ ký số chuyên dùng Chính phủ có trách nhiệm gì?",0
453,Không báo cáo định kỳ về hoạt động vật liệu nổ bị phạt thế nào?,Không thực hiện thử định kỳ vật liệu nổ công nghiệp bị phạt thế nào?,0
454,Không báo cáo định kỳ về hoạt động vật liệu nổ bị phạt thế nào?,Báo cáo sai lệch về hoạt động vật liệu nổ công nghiệp bị phạt thế nào?,0
455,Không báo cáo định kỳ về hoạt động vật liệu nổ bị phạt thế nào?,"Không lưu trữ hồ sơ, tài liệu hoạt động vật liệu nổ công nghiệp bị phạt thế nào?",0
456,Chính sách của Nhà nước đối với hoạt động chữ thập đỏ,Chính sách của Nhà nước quy định đối với hoạt động chữ thập đỏ,1
457,Chính sách của Nhà nước đối với hoạt động chữ thập đỏ,Quản lý nhà nước về hoạt động chữ thập đỏ,0
458,Cơ quan quản lý nhà nước về hoạt động chữ thập đỏ,Quản lý nhà nước về hoạt động chữ thập đỏ,0
459,Nguồn lực cho hoạt động chữ thập đỏ,Hoạt động chữ thập đỏ,0
460,Nguồn lực cho hoạt động chữ thập đỏ,Nguyên tắc hoạt động chữ thập đỏ,0
461,Hoạt động chữ thập đỏ được hiểu như thế nào?,Hoạt động chữ thập đỏ,1
462,Chính phủ đóng vai trò như thế nào trong việc thực hiện điều ước quốc tế,Cơ quan đề xuất có trách nhiệm gì trong việc thực hiện điều ước quốc tế,0
463,Ai chịu trách nhiệm tổ chức thực hiện điều ước quốc tế?,Cơ quan đề xuất có trách nhiệm gì trong việc thực hiện điều ước quốc tế,0
464,Điều kiện của Ngân hàng giám sát quỹ hưu trí,Chế độ báo cáo của ngân hàng giám sát quỹ hưu trí,0
465,Chế độ báo cáo của ngân hàng giám sát quỹ hưu trí,Điều kiện của Tổ chức lưu ký tài sản quỹ hưu trí.,0
466,"Trình tự xem xét, thông qua dự thảo nghị quyết của Hội đồng nhân dân cấp xã được quy định thế nào?","Trình tự xem xét, thông qua dự thảo nghị quyết của Hội đồng nhân dân cấp huyện được quy định thế nào?",0
467,"Trình tự xem xét, thông qua dự thảo nghị quyết của Hội đồng nhân dân cấp xã được quy định thế nào?","Trình tự xem xét, thông qua dự thảo quyết định của Ủy ban nhân dân cấp xã được quy định thế nào?",0
468,"Trình tự xem xét, thông qua dự thảo nghị quyết của Hội đồng nhân dân cấp xã được quy định thế nào?","Trình tự xem xét, thông qua dự thảo nghị quyết của Hội đồng nhân dân cấp tỉnh được quy định thế nào?",0
469,"Trình tự xem xét, thông qua dự thảo nghị quyết của Hội đồng nhân dân cấp huyện được quy định thế nào?","Trình tự xem xét, thông qua dự thảo quyết định của Ủy ban nhân dân cấp huyện được quy định thế nào?",0
470,"Quyền của doanh nghiệp, cá nhân kinh doanh dịch vụ môi giới bất động sản được quy định như thế nào?",Quyền của doanh nghiệp kinh doanh dịch vụ sàn giao dịch bất động sản được quy định như thế nào?,1
471,"Quyền của doanh nghiệp, cá nhân kinh doanh dịch vụ môi giới bất động sản được quy định như thế nào?","Nghĩa vụ của doanh nghiệp, cá nhân kinh doanh dịch vụ môi giới bất động sản được quy định như thế nào?",0
472,"Quyền của doanh nghiệp, cá nhân kinh doanh dịch vụ môi giới bất động sản được quy định như thế nào?","Điều kiện của tổ chức, cá nhân kinh doanh dịch vụ môi giới bất động sản",0
473,Nội dung chính của phương án xử lý ô nhiễm là gì?,Lập lại phương án xử lý ô nhiễm trong các trường hợp nào?,0
474,Ủy ban Thẩm phán Tòa án quân sự quân khu và tương đương bao gồm những ai?,Ủy ban Thẩm phán Tòa án quân sự trung ương bao gồm những ai?,0
475, Nhiệm vụ và quyền hạn của Ủy ban Thẩm phán Tòa án quân sự quân khu và tương đương,Nhiệm vụ và quyền hạn Ủy ban Thẩm phán Tòa án quân sự trung ương,0
476, Nhiệm vụ và quyền hạn của Ủy ban Thẩm phán Tòa án quân sự quân khu và tương đương, Ủy ban Thẩm phán Tòa án nhân dân cấp cao bao gồm những ai?,0
477, Nhiệm vụ và quyền hạn của Ủy ban Thẩm phán Tòa án quân sự quân khu và tương đương,"Ủy ban Thẩm phán Tòa án nhân dân tỉnh, thành phố trực thuộc trung ương bao gồm những ai?",0
478,Các bước của quy trình kiểm toán được quy định như thế nào?,Quy trình kiểm toán của Kiểm toán nhà nước có mấy bước?,1
479,Các bước của quy trình kiểm toán được quy định như thế nào?,Việc kiểm toán được tiến hành như thế nào?,0
480,Các bước của quy trình kiểm toán được quy định như thế nào?,Hồ sơ kiểm toán được quy định như thế nào?,0
481,Việc kiểm toán được tiến hành như thế nào?,Việc hủy hồ sơ kiểm toán được quy định như thế nào?,0
482,Tiêu chuẩn Công chức thanh tra giao thông hàng không là gì?,Tiêu chuẩn của Giám sát viên an ninh hàng không như thế nào?,0
483,Tiêu chuẩn Công chức thanh tra giao thông hàng không là gì?,Tiêu chuẩn chuyên môn thanh tra viên ngành Giao thông vận tải là gì?,0
484,Mẫu thẻ công chức thanh tra giao thông được quy định như thế nào?,"Điều kiện, tiêu chuẩn cấp thẻ kiểm tra cho cán bộ công chức thanh tra giao thông là gì?",0
485,Mẫu thẻ công chức thanh tra giao thông được quy định như thế nào?,Mã số thẻ công chức thanh tra giao thông được quy định như thế nào?,0
486,Ngôn ngữ sử dụng trong hồ sơ đăng ký đầu tư quy định như thế nào?,Ngôn ngữ sử dụng trong hồ sơ đăng ký đầu tư được quy định như thế nào?,1
487,Nhà đầu tư được hoàn trả tiền ký quỹ theo nguyên tắc nào?,"Quản lý, sử dụng và hoàn trả số tiền ký quỹ của doanh nghiệp được quy định như thế nào?",0
488,Nhà đầu tư được hoàn trả tiền ký quỹ theo nguyên tắc nào?,Nguyên tắc hoàn trả tiền ký quỹ khi thực hiện dự án đầu tư,1
489,Nhà đầu tư được hoàn trả tiền ký quỹ theo nguyên tắc nào?,Mức ký quỹ để đảm bảo thực hiện dự án đầu tư là bao nhiêu?,0
490,"Hội đồng an toàn, vệ sinh lao động cấp tỉnh gồm những thành phần nào?","Hội đồng an toàn, vệ sinh lao động cấp tỉnh tư vấn những nội dung gì cho Ủy ban nhân dân cấp tỉnh trong việc tổ chức thực hiện quy định về an toàn, vệ sinh lao động?",0
491,"Hội đồng an toàn, vệ sinh lao động cấp tỉnh gồm những thành phần nào?"," Hội đồng an toàn, vệ sinh lao động cơ sở gồm có những ai?",0
492,"Hội đồng an toàn, vệ sinh lao động cấp tỉnh gồm những thành phần nào?","Hội đồng quốc gia về an toàn, vệ sinh lao động bao gồm những ai?",0
493,"Hoạt động của các cơ quan, đơn vị không có cơ quan Thanh tra quốc phòng được quy định như thế nào?","Trách nhiệm của các cơ quan, đơn vị không phải doanh nghiệp trực thuộc Bộ Quốc phòng được quy định ra sao?",0
494,Phương thức tham gia đóng góp chương trình hưu trí tự nguyện bổ sung.,Đối tượng tham gia đóng góp chương trình hưu trí bổ sung tự nguyện.,0
495,Đối tượng áp dụng chương trình hưu trí bổ sung tự nguyện,Đối tượng tham gia đóng góp chương trình hưu trí bổ sung tự nguyện.,0
496,Cán bộ trong cơ quan Tòa án có được làm người đại diện trong tố tụng dân sự không?,Công chức nhà nước có được làm người đại diện theo pháp luật trong vụ án hành chính,0
497,Người đại diện theo pháp luật trong tố tụng dân sự được quy định như thế nào?,Công chức nhà nước có được làm người đại diện theo pháp luật trong vụ án hành chính,0
498,Người đại diện theo pháp luật trong tố tụng dân sự được quy định như thế nào?,Người đại diện trong tố tụng dân sự được quy định như thế nào?,1
499,"Việc kiểm tra, xử lý vi phạm tài chính đối với tổ chức tài chính vi mô được quy định như thế nào?","Thanh tra, giám sát ngân hàng có quyền xử lý các hành vi gì của tổ chức tài chính vi mô?",0
500,Đơn vị điện lực là gì?,Đơn vị phát điện là gì?,0
501,"Cơ quan làm công tác thi đua, khen thưởng trong ngành Công thương có trách nhiệm gì?","Trách nhiệm của cơ quan làm công tác thi đua , khen thưởng trong ngành Công thương",1
502,"Các cơ quan báo chí ngành Công Thương có trách nhiệm gì trong công tác thi đua, khen thưởng?",Trách nhiệm của cơ quan báo chí ngành Công thương trong thi đua khen thưởng,1
503,"Ai có thẩm quyền cử cán bộ công đoàn đi đào tạo,bồi dưỡng?","Người nào có thẩm quyền cử cán bộ công đoàn đi đạo tạo, bồi dưỡng",1
504,Trong ngành Công Thương có các danh hiệu thi đua nào dành cho cá nhân?,Danh hiệu thi đua không cho cá nhân trong ngành Công thương,0
505,"Chi đào tạo, bồi dưỡng cho cán bộ công đoàn được quy định ra sao?","Thế nào là chi đào tạo, bôi dưỡng cán bộ công đoàn",1
506,"Có các hình thức khen thưởng nào đối với cá nhân, tập thể ngành công thương?","Có bao nhiêu cách khen thưởng cá nhân, tập thể ngành công thương",1
507,"Đăng ký tổ chức hội chợ, triển lãm thương mại ở đâu?","Nơi đăng kí ổ chức hội chợ, triển lãm thương mại",1
508,Hình thức khen thưởng ngành Công thương,Khen thưởng trong ngành công thương là gì,0
509,DN kinh doanh dịch vụ kế toán nước ngoài báo cáo không đầy đủ nội dung tình hình cung cấp dịch vụ kế toán qua biên giới cho BTC bị xử phạt ra sao?,Mức phạt cho DN kinh doanh dịch vụ kế toán nước ngoài báo cáo không đủ nội dung cung cấp dịch vụ kế toán qua biên giới cho BTC là bao nhiêu,1
510,Cơ chế hoạt động của Hội đồng giám sát xổ số được quy định như thế nào?,Hội đồng giám sát xổ số là gì,0
511,Đối tượng nào được Quỹ đổi mới công nghệ quốc gia hỗ trợ tài chính?,Ai là người được Quỹ đổi mới công nghệ quốc gia hỗ trợ kinh tế,1
512,Chủ tịch Hội đồng giám sát xổ số được quy định như thế nào?,Chủ tịch Hội đồng giám sát xổ số có quyền gì,0
513,Thành viên Hội đồng giám sát xổ số được quy định như thế nào?,Ai mới đủ điều kiện để là Thành viên Hội đồng giám sát xổ số,1
514,Nhiệm vụ của Hội đồng giám sát xổ số được quy định như thế nào?,Hình thức hoạt động của Hội đồng giám sát xổ số,0
515,Quyền hạn của Hội đồng giám sát xổ số được quy định ra sao?,Hội đồng giám sát xổ số được phép quyết định những gì,1
516,Hội đồng khoa học và công nghệ do Hội đồng quản lý Quỹ đổi mới công nghệ quốc gia quyết định thành lập như thế nào?,Nhiệm vụ của Hội đồng khoa học và công nghệ là gì,0
517,DN kinh doanh dịch vụ kế toán nước ngoài không báo cáo việc thực hiện hợp đồng cung cấp DVKT qua biên giới bị xử phạt ra sao?,Mức phạt cho DN kinh doanh dịch vụ kế toán nước ngoài không báo cáo cung cấp dịch vụ kế toán qua biên giới cho BTC là bao nhiêu,1
518,DN kinh doanh dịch vụ kế toán nước ngoài thực hiện các hành vi bị nghiêm cấm trong hoạt động cung cấp dịch vụ kế toán bị xử phạt ra sao?,Mức phạt cho DN kinh doanh dịch vụ kế toán nước ngoài có hành vi vi phạm điều cấm trong hoạt động cung cấp dịch vụ là gì,1
519,Tăng cường công tác quản lý và nâng cao đạo đức nhà giáo được quy định như thế nào đối với các sở giáo dục và đào tạo?,Quy định về tăng cường quản lý nâng cao đạo đức nhà giáo trong sở giáo dục và đào tạo là gì,1
520,"Thời hạn không được kinh doanh của cán bộ, công chức, viên chức sau khi thôi giữ chức vụ là gì?","Cán bộ, công chức, viên chức phải mất bao lâu mới được hoạt động kinh doanh sau khi thôi giữ chức vụ",1
521,"Vị trí, chức năng của Sở y tế là gì?",Sở y tế có tác dụng là gì,1
522,Nhiệm vụ và quyền hạn của Sở y tế đối với Ủy ban nhân dân cấp tỉnh là gì?,Sở y tế và Uỷ ban nhân dân cấp tỉnh có trách nhiệm gì với nhau,0
523,Trường hợp đối chất trong tố tụng dân sự 2004 được quy định như thế nào?,Tố tụng dân sự 2004 là gì,0
524,Sở y tế cần phải trình những dự thảo nào lên Chủ tịch Ủy ban nhân dân cấp tỉnh?,Dự thảo mà sở y tế cần phải cung cấp cho Chủ tịch uỷ ban nhân dân tỉnh là gì,1
525,"Nhiệm vụ và quyền hạn của Sở y tế về truyền thông, giáo dục sức khỏe là gì?","Quyền và nghĩa vụ của Sở y tế với truyền thông, giáo dục sức khoẻ",1
526,Nhiệm vụ và quyền hạn của Sở y tế đối với công tác y tế dự phòng là gì?,Quyền và nghĩa vụ của Sở y tế với công tác y tế dự phòng ,1
527,Biện pháp bảo đảm thực hiện nghĩa vụ dân sự theo Bộ luật Dân sự 1995 gồm những biện pháp nào?,Cách để thực hiện đúng nghĩa vụ dân sự theo Bộ luật Dân sự 1995,1
528,"Nhiệm vụ và quyền hạn của Sở y tế trong việc khám bệnh, chữa bệnh và phục hồi chức năng là gì?","Trách nhiệm của Sở y tế trong việc khám, chữa bệnh và phục hồi chức năng là gì",1
529,Tiền môi giới đi làm việc ở nước ngoài theo hợp đồng được quy định như thế nào?,Định nghĩa tiền môi giới đi làm việc ở nước ngoài theo hợp đồng,0
530,Sở y tế có nhiệm vụ và quyền hạn gì đối với vấn đề an toàn thực phẩm?,Trách nhiệm của Sở y tế trong vấn đề an toàn thực phẩm,1
531,Sở y tế có nhiệm vụ và quyền hạn gì trong việc đào tạo nguồn nhân lực y tế?,Trách nhiệm của Sở y tế trong vấn đề đào tạo nguồn nhân lực y tế,1
532,Lãnh đạo của Sở Y tế được quy định như thế nào?,Điều kiện để có thể làm lãnh đạo Sở y tế,1
533,Chậm thực hiện nghĩa vụ dân sự theo Bộ luật dân sự 2005 được quy định như thế nào?,Chậm thực hiện nghĩa vụ dân sự theo bộ luật dân sự 2005 thì sẽ phải mắc những vấn đề ì,1
534,Vận chuyển tài liệu mật trong quân đội được quy định như thế nào?,Những quy định cần biết khi vận chuyển tài liệu mật trong quân đội?,1
535,Phạm vi đại diện theo Bộ luật dân sự 2005 được quy định ra sao?,Những quy định cần biết trong việc phạm vi đại diện theo như bộ luật dân sự 1995,1
536,Thẻ bảo hiểm y tế được quy định như thế nào?,Những quy định cần biết khi sử dụng thẻ bảo hiểm y tế,1
537,Phạm vi thẩm quyền đại diện theo Bộ luật dân sự 1995 được quy định ra sao?,Quy định trong phạm vi thẩm quyền đại diện theo bộ luật dân sự 1995,1
538,Tài liệu mật trong quân đội được quản lý như thế nào?,Hình thức quản lý tài liệu mật trong quân đội là gì,1
539,Tài liệu mật trong quân đội được thu hồi trong những trường hợp nào?,Định nghĩa tài liệu mật trong quân đội,0
540,Thời điểm thẻ bảo hiểm y tế có giá trị sử dụng được quy định như thế nào?,Quy định về giá trị thời gian sử dụng của thẻ bảo hiểm y tế,1
541,Cung cấp dịch vụ viễn thông có một chỉ tiêu chất lượng thấp hơn quy định bị phạt bao nhiêu?,Cung cấp dịch vụ viễn thông có chất lượng cao hơn so với quy định thì sao,0
542,"Không công bố, kiểm tra, kiểm soát chất lượng mạng theo quy định của cơ quan nhà nước có thẩm quyền bị phạt bao nhiêu?","Mức phạt cho hành vi không công bố, kiểm tra, kiểm soát chất lượng mạng theo quy định của nhà nước là bao nhiêu",1
543,Các loại tài liệu nghiệp vụ trong quân đội nào phải được tiến hành đăng ký?,Tài liệu nghiệp vụ trong quân đội là gì,0
544,Những loại tài liệu mật trong quân đội nào thuộc diện bị hủy?,Loại tài liệu mật nào trong quân đội thì cần phải bị huỷ,1
545,"Người phổ biến, sử dụng thông tin mật trong quân đội có trách nhiệm gì?","Trách nhiệm của người phổ biến, sử dụng thông tin mật trong quân đội",1
546,Hồ sơ cấp thẻ bảo hiểm y tế bao gồm các loại giấy tờ nào?,Những lợi ích khi sử dụng bảo hiểm y tế,0
547,Tổ chức kiểm định chất lượng giáo dục có nhiệm vụ được quy định như thế nào?,Nhiệm vụ của tổ chức kiểm định chất lượng giáo dục,1
548,Trách nhiệm của tổ chức kiểm định chất lượng giáo dục là gì?,Tổ chức kiểm định giáo dục cần phải làm những gì,1
549,Quyền hạn của tổ chức kiểm định chất lượng giáo dục là gì?,Tổ chức kiểm định giáo dục có thể quyết định những gì,1
550,Nguồn tài chính của tổ chức kiểm định chất lượng giáo dục do Nhà nước thành lập được quy định như thế nào?,Nhà nước quy định nguồn tài chính cho tổ chức kiểm định giáo dục như thế nào,1
551,Quyền hạn và nghĩa vụ tài chính của tổ chức kiểm định chất lượng giáo dục là gì?,Tổ chức kiểm định giáo dục có trách nhiệm gì với nguồn tài chính và được quyền quyết định gì,1
552,Thế nào là quan trắc công trình đường sắt,Quan trắc công trình đường sắt là gì,1
553,Mức phạt tiền với hành vi chế biến thủy sản có xuất xứ từ cơ sở nuôi cấm thu hoạch,Chế biến thuỷ sản có xuất xứ từ cơ sở nuôi cấm thu hoạch là gì,0
554,Thế nào là sửa chữa công trình đường sắt?,Định nghĩa sửa chữa công trình đường sắt,1
555,Quyền của người nhờ thu hối phiếu là gì?,Người nhờ thu hối phiếu có những quyền hạn gì,1
556,Mức phạt tiền với hành vi thuê người khác vận chuyển thủy sản có tạp chất,Thuê người khác vận chuyển thuỷ sản có tạp chất bị phạt bao nhiêu,1
557,Mức phạt tiền đối với hành vi thu gom thủy sản có tạp chất là bao nhiêu?,Thu gom thuỷ sản có tạp chất bị phạt bao nhiêu,1
558,Đường ống công nghệ là gì?,Định nghĩa đường ống công nghệ,1
559,Hồ sơ quản lý hành lang an toàn giao thông đường sắt gồm những gì?,Quy định của hành lang an toàn giao thông đường sắt,0
560,Hồ sơ bảo trì công trình đường sắt,Giấy tờ cần thiết cho việc bảo trì công trình đường sắt,1
561,"Tuyên truyền, giáo dục phòng, chống mại dâm trong trường học được quy định như thế nào?",Giáo dục về  phòng chống mại dâm trong trường học,1
562,Người nộp lệ phí môn bài bao gồm những ai?,Lệ phí môn bài là gì,0
563,"Trách nhiệm của cá nhân trong phòng, chống mại dâm được quy định như thế nào?",Cá nhân trong phòng chống mại dâm có trách nhiệm là gì,1
564,Tòa án ra quyết định định giá tài sản và thành lập Hội đồng định giá trong tố tụng dân sự trong các trường hợp nào?,Quy định định giá tài sản và thành lập hội đồng định giá trong tố tụng dân sự,0
565,"Mỗi gia đình có trách nhiệm gì trong việc phòng, chống mại dâm?",Trách nhiệm của mỗi gia đình trong phòng chống mại dâm,1
566,Nguyên tắc giao dịch văn bản tố tụng bằng phương tiện điện tử,Quy định của cá nhân trong giao dịch văn bản tố tụng bằng phương tiện điện tử,1
567,Thủ tục đăng ký gửi và nhận thông điệp dữ liệu điện tử với Tòa án,Quy trình đăng ký gửi và nhận thông điệp dữ liệu điện tử với Toà án,1
568,Phương thức đóng bảo hiểm y tế đối với người có công với cách mạng,Các cách để đóng bảo hiểm y tế đối với người có công với cách mạng,1
569,"Việc bán, cho thuê phim được quy định như thế nào?","Quy định trong việc cho thuê, bán phim",1
570,Gửi ngân quỹ nhà nước tạm thời nhàn rỗi tại ngân hàng thương mại có kỳ hạn được pháp luật quy định như thế nào?,Quy định trong việc gửi ngân quỹ nhà nhước tạm thời tại ngân hàng thương mại có kỳ hạn,1
571,"Việc thuê máy móc, thiết bị tại cơ quan, tổ chức, đơn vị sự nghiệp công lập được quy định như thế nào?","Quy định trong việc thuê máy móc, thiết bị tại cơ quan, tổ chức, đơn vị công lập",1
572,"Việc khoán kinh phí sử dụng máy móc, thiết bị văn phòng phổ biến tại cơ quan, tổ chức, đơn vị sự nghiệp công lập quy định thế nào?",Khoán kinh phí sử dụng máy móc thiết bị văn phòng phổ biến tại cơ quan tổ chức công lập là gì,0
573,"Nhiệm vụ, quyền hạn của Trung tâm Gìn giữ hòa bình Việt Nam",Trung tâm gìn giữ hoà bình Việt nam có những nhiệm vụ và quyền gì,1
574,Thủ tục bổ nhiệm lại Thẩm phán cao cấp được tiến hành như thế nào?,Giấy tờ cần thiết trong việc bổ nhiệm lại thẩm phán cao cấp là gì,1
575,Thủ tục bổ nhiệm Thẩm phán sơ cấp được quy định như thế nào?,Giấy tờ cần thiết trong việc bổ nhiệm thẩm phán sơ cấp,1
576,Thủ tục bổ nhiệm Thẩm phán trung cấp được quy định như thế nào?,Giấy tờ cần thiết trong việc bổ nhiệm thẩm phán trung cấp,1
577,"Nhiệm vụ, quyền hạn của Trung tâm pháp y cấp tỉnh",Trung tâm pháp y cấp tỉnh là gì,0
578,Thù lao dịch vụ đấu giá tài sản,Phí dịch vụ đấu giá tài sản,1
579,Mục đích liên kết giáo dục quốc phòng và an ninh là gì?,Liên kết giáo dục quốc phòng an ninh nhằm mục đích gì,1
580,Dịch vụ thuê quầy làm thủ tục hành khách gồm những nội dung nào?,Thuê quầy làm thủ tục hành khách cần chú ý những gì,1
581,Giấy chứng minh Công an nhân dân là gì?,Giấy chứng minh công an nhân dân dùng vào mục đích  nào,0
582,Giấy chứng minh Công an nhân dân được cấp cho đối tượng nào?,Người nào không được cấp giấy chứng minh công an nhân dân,0
583,"Nhiệm vụ phòng đào tạo, quản lý sinh viên của trung tâm giáo dục quốc phòng và an ninh là gì?","Phòng đào tạo, quản lý sinh viên của trung tâm giáo dục quốc phòng và an ninh làm những gì?",1
584,"Thuốc phòng, chữa bệnh cho người là gì?","Khái niệm thuốc phòng, chữa bệnh cho người?",1
585,Thuốc thành phẩm là gì?,Khái niệm thuốc thành phẩm?,1
586,Nhà nước quản lý những nhóm giá thuốc nào?,Những nhóm giá thuốc nào được Nhà nước quản lý?,1
587,"Quản lý giá một số thuốc do Nhà nước đặt hàng, định giá được tiến hành như thế nào?","Quy trình quản lý giá thuốc do nhà nước đặt hàng, định giá là gì",1
588,Quản lý giá thuốc do cơ sở tự định giá được thực hiện như thế nào?,Quy trình thực hiện quản lý giá thuốc do cơ sở tự định giá là ,1
589,Đối tượng tham gia liên kết giáo dục quốc phòng và an ninh được quy định như thế nào?,Ai không được phép tham gia liên kết giáo dục quốc phòng an ninh,0
590,"Ai có thẩm quyền phê duyệt phương án cứu nạn, cứu hộ của lực lượng Cảnh sát phòng cháy, chữa cháy?","Người nào có quyền phê duyệt phương án cứu nạn, cứu hộ của lực lượng cảnh sát phòng cháy, chữa cháy",1
